Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Myanmar,MMR,..,89.94176,..,..,..,..,..,..,..,75.5511999999999,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Namibia,NAM,..,..,..,..,88.27463,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Nepal,NPL,..,..,..,..,59.62725,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,97.8,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Niger,NER,..,..,..,..,..,30.56039,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Oman,OMN,..,..,..,86.9389999999999,..,..,..,91.9812,93.03861,94.89999,96.1115499999999,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Pakistan,PAK,..,..,54.89264,55.37519,54.73802,56.76434,55.59499,56.97715,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Palau,PLW,..,..,..,..,..,..,99.50313,..,96.59374,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Panama,PAN,88.77986,91.89962,..,94.09412,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Papua New Guinea,PNG,..,57.34326,..,61.6,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Paraguay,PRY,..,..,93.75424,93.87092,..,94.19747,95.05904,94.61672,95.55484,94.65024,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Peru,PER,..,..,..,..,..,93.84173,..,93.70795,94.16234,94.17367,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Philippines,PHL,93.5739,92.60006,..,..,..,..,96.398,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Portugal,PRT,..,..,..,..,94.47705,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Puerto Rico,PRI,89.6225,..,..,91.96523,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Romania,ROU,..,..,..,..,98.60429,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Russian Federation,RUS,..,..,..,99.68427,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Rwanda,RWA,..,64.8886,..,65.85227,..,68.33103,..,70.80413,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Samoa,WSM,..,..,..,..,98.97326,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sao Tome and Principe,STP,..,..,..,..,..,90.1431,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Saudi Arabia,SAU,..,79.3509399999999,..,..,..,..,94.42634,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Senegal,SEN,..,..,49.69513,..,52.05196,..,42.8175,..,..,..,51.90042,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Serbia,SRB,..,..,..,..,97.96241,..,..,..,..,98.84151,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Seychelles,SYC,..,..,..,93.95423,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sierra Leone,SLE,..,..,..,..,..,..,32.42617,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Singapore,SGP,89.096,92.5494,..,95.85733,96.18608,96.36979,96.54808,96.71666,96.82549,97.04959,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Slovenia,SVN,..,..,..,..,..,..,..,99.7,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Africa,ZAF,..,..,92.8948599999999,92.87732,93.10214,93.72947,..,94.1399,94.36792,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Spain,ESP,..,..,97.67927,97.7489,97.78375,97.89454,98.07913,98.09372,98.14326,98.25051,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sri Lanka,LKA,..,..,..,91.18136,..,..,..,..,..,92.3869,91.89575,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sudan,SDN,..,61.34587,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Suriname,SUR,..,..,..,94.6757499999999,..,92.86866,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tajikistan,TJK,..,99.45068,..,..,..,..,..,99.8,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tanzania,TZA,..,..,..,67.8007,..,78.10059,..,..,77.88723,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Thailand,THA,..,92.64654,..,96.43091,..,..,93.70207,..,92.8683099999999,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Timor-Leste,TLS,..,..,..,58.30898,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Togo,TGO,..,53.1776,57.09338,..,60.40994,..,..,..,63.74562,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tonga,TON,..,..,..,..,99.38553,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Trinidad and Tobago,TTO,96.93855,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tunisia,TUN,..,..,..,79.13058,79.65391,80.21875,..,79.03643,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Turkey,TUR,79.23245,..,90.81672,92.6606,94.10609,94.9197499999999,95.25666,95.4396299999999,95.60142,96.16733,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,99.7,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Uganda,UGA,..,..,..,73.2118799999999,..,70.19822,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Ukraine,UKR,..,..,..,..,..,99.97435,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Uruguay,URY,..,..,98.26723,98.07271,98.3359,98.39594,98.36387,98.43593,98.52387,98.56049,98.61572,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Uzbekistan,UZB,..,98.64258,..,..,..,..,99.99486,99.9805499999999,99.98383,99.98657,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,84.7,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Venezuela, RB",VEN,89.82525,..,95.51199,..,94.77022,..,..,..,96.60522,97.12709,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Vietnam,VNM,..,90.15613,93.52045,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,West Bank and Gaza,PSE,..,..,94.59917,94.93201,95.26724,95.90622,96.2848999999999,96.4283899999999,96.69073,96.93023,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Zambia,ZMB,64.99826,..,..,83.00767,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Zimbabwe,ZWE,..,..,..,..,83.58271,..,..,88.69342,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Arab World,ARB,54.36569,64.12604,68.66351,69.63679,71.37224,72.48431,72.74568,73.32167,73.74158,74.15789,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Caribbean small states,CSS,..,88.32033,90.71516,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Central Europe and the Baltics,CEB,98.33477,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Early-demographic dividend,EAR,58.67016,68.26212,73.97933,75.2004,74.69032,76.49464,76.9538,77.6761,78.1656,78.68024,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,East Asia & Pacific,EAS,82.00383,91.46029,94.98859,95.06498,94.91905,95.12052,95.2035,95.51643,95.63301,95.74399,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,East Asia & Pacific (excluding high income),EAP,79.79885,90.57497,94.53922,94.62366,94.45929,94.68354,94.77481,95.12328,95.2526,95.37519,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,79.52593,90.45229,94.47115,94.55668,94.39024,94.61723,94.70958,95.06234,95.1932,95.31731,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Euro area,EMU,97.37944,98.2806,98.61392,98.64773,98.77452,98.81927,98.86477,98.8867,98.91283,98.94653,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Europe & Central Asia,ECS,96.894,97.88235,98.56719,98.71305,98.87012,98.94292,98.98037,99.00192,99.02565,99.06869,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Europe & Central Asia (excluding high income),ECA,95.58887,96.91603,98.08223,98.38273,98.62805,98.75351,98.79772,98.82647,98.85536,98.92272,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,95.93623,97.14596,98.20237,98.4725,98.69315,98.80603,98.84606,98.87219,98.89842,98.95928,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,European Union,EUU,97.79302,98.53034,98.88927,98.91522,99.00245,99.03498,99.06807,99.08536,99.10534,99.12999,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Fragile and conflict affected situations,FCS,57.11448,63.02628,60.69243,60.99425,60.3371,60.79125,60.52207,61.32968,61.68165,61.95271,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Heavily indebted poor countries (HIPC),HPC,45.66152,50.65659,54.30983,54.82559,56.89923,58.00544,58.50274,59.41668,59.90456,60.77073,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IBRD only,IBD,73.29665,82.16627,85.96254,86.58421,86.95782,87.28245,87.49162,87.88014,88.19513,88.47576,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA & IBRD total,IBT,69.48651,77.46237,80.96079,81.48666,81.50876,82.45983,82.62784,83.03593,83.30718,83.6039,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA blend,IDB,61.01534,66.00853,69.78101,70.08472,70.09351,71.02047,70.8738,71.57446,71.60799,72.10039,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA only,IDX,47.62294,54.27248,58.1898,58.65433,57.04047,62.00721,62.53668,63.28254,63.85725,64.51302,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,IDA total,IDA,52.92686,58.82061,62.61343,63.00501,61.98995,65.41167,65.67304,66.38857,66.74759,67.32945,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Late-demographic dividend,LTE,82.11533,91.23161,94.6394,94.64499,95.16747,95.33672,95.39803,95.55239,95.73705,95.89059,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latin America & Caribbean,LCN,84.51249,89.06632,91.42324,91.60362,92.15993,92.4093,92.45332,92.87993,93.23081,93.52506,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latin America & Caribbean (excluding high income),LAC,83.96974,88.74151,91.11197,91.33446,91.94427,92.1972,92.26499,92.70338,93.06719,93.37249,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,84.00739,88.76769,91.21955,91.40869,91.98063,92.23696,92.2839,92.72364,93.08523,93.38841,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Least developed countries: UN classification,LDC,45.09105,51.99469,56.46687,56.8266,54.96615,60.3688,60.90744,61.68538,62.25665,62.94581,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Low & middle income,LMY,69.28267,77.33614,80.86176,81.3955,81.42259,82.38006,82.55274,82.96363,83.23758,83.53696,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Low income,LIC,46.36885,50.67088,54.6644,54.75829,56.81752,57.95468,58.38585,59.2793,59.75239,60.58161,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Lower middle income,LMC,57.80083,66.67575,71.43398,72.71435,72.24664,74.21019,74.65994,75.36975,75.83826,76.35028,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle East & North Africa,MEA,57.83767,68.91087,75.54781,76.39718,77.13008,77.64802,78.01983,78.48583,79.24977,79.64689,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle East & North Africa (excluding high income),MNA,55.44763,66.88337,73.1696,74.00967,74.19839,74.71401,75.0097,75.51625,76.35775,76.78292,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,55.20591,66.66792,72.95272,73.79424,73.97751,74.48753,74.77785,75.28407,76.12811,76.55186,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Middle income,MIC,70.85745,79.31068,82.98731,83.58961,83.48173,84.45964,84.648,85.05551,85.35088,85.64068,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Other small states,OSS,73.51784,78.04831,80.4024,81.07433,81.56349,81.98122,82.44064,82.67978,83.11836,83.31599,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Pre-demographic dividend,PRE,51.26995,55.15354,54.80424,55.16317,56.93676,58.03313,58.324,59.2573,59.83464,60.61667,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Small states,SST,77.32752,80.77915,82.74811,83.21416,83.55761,83.82282,84.12597,84.29626,84.62552,84.77137,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Asia,SAS,45.42505,57.65712,64.12391,65.83157,65.45858,68.32433,68.87437,69.66934,70.27439,70.99704,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,South Asia (IDA & IBRD),TSA,45.42505,57.65712,64.12391,65.83157,65.45858,68.32433,68.87437,69.66934,70.27439,70.99704,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sub-Saharan Africa,SSF,52.23015,56.2473,58.81977,59.18192,60.76259,61.81189,62.31998,63.04676,63.62022,64.35027,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sub-Saharan Africa (excluding high income),SSA,52.22458,56.24187,58.81456,59.17684,60.75778,61.8073,62.31554,63.0425,63.61612,64.34634,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,52.23015,56.2473,58.81977,59.18192,60.76259,61.81189,62.31998,63.04676,63.62022,64.35027,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Upper middle income,UMC,81.5411,90.54035,93.78637,93.84457,94.1701,94.30538,94.34268,94.55732,94.78283,94.95296,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,World,WLD,75.44227,81.48032,84.14787,84.5641,84.59739,85.36389,85.49051,85.80934,86.01721,86.24776,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,229,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Albania,ALB,..,..,..,..,..,..,..,..,..,82,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Algeria,DZA,..,..,..,..,..,..,..,..,..,55,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Angola,AGO,..,..,..,..,..,..,..,..,..,120,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,37,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Argentina,ARG,..,..,..,..,..,..,..,..,..,36,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Armenia,ARM,..,..,..,..,..,..,..,..,..,78,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Australia,AUS,..,..,..,..,..,..,..,..,..,10,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Austria,AUT,..,..,..,..,..,..,..,..,..,19,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,80,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,26,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Bahrain,BHR,..,..,..,..,..,..,..,..,..,45,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,161,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Barbados,BRB,..,..,..,..,..,..,..,..,..,39,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Belarus,BLR,..,..,..,..,..,..,..,..,..,94,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Belgium,BEL,..,..,..,..,..,..,..,..,..,21,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Belize,BLZ,..,..,..,..,..,..,..,..,..,83,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Benin,BEN,..,..,..,..,..,..,..,..,..,219,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Bhutan,BTN,..,..,..,..,..,..,..,..,..,120,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Bolivia,BOL,..,..,..,..,..,..,..,..,..,72,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,101,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Botswana,BWA,..,..,..,..,..,..,..,..,..,120,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,Brazil,BRA,..,..,..,..,..,..,..,..,..,37,..,..
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
